ChemBL ID,SMILES,Compound Key,Ki,database,Assay ChEMBL ID,Document ChEMBL ID
,COc1ccc(CN2CCN(c3ccccc3)CC2)cc1,25,161.0,NewLiterature,,10.1021/acs.jmedchem.0c02265
,COc1ccc(CN2CCN(Cc3ccccc3)[C@@H](CO)C2)cc1,26,70.3,NewLiterature,,10.1021/acs.jmedchem.0c02265
,COc1ccc(CN2CC3CCCCC2CN3Cc2ccccc2)cc1,35,674.0,NewLiterature,,10.1021/acs.jmedchem.0c02265
,COc1ccc(CN2CC3CC/C=C\C2CN3Cc2ccccc2)cc1,36,184.0,NewLiterature,,10.1021/acs.jmedchem.0c02265
,COc1ccc(CN2CC3CC/C=C(/F)C2CN3Cc2ccccc2)cc1,37,387.0,NewLiterature,,10.1021/acs.jmedchem.0c02265
,COc1ccc(CN2CC3CC/C=C(/O)C2CN3Cc2ccccc2)cc1,31,4800.0,NewLiterature,,10.1021/acs.jmedchem.0c02265
,COc1ccc(CN2CC3CC[C@@H](O)C2CN3Cc2ccccc2)cc1,"29(1R,2R,5S)",806.0,NewLiterature,,10.1021/acs.jmedchem.0c02265
,COc1ccc(CN2CC3CC[C@H](O)C2CN3Cc2ccccc2)cc1,"30(1S,2S,5R)",1700.0,NewLiterature,,10.1021/acs.jmedchem.0c02265
,COc1cc2c(cc1OC)CN(CCCCc1cn(-c3ccc(F)cc3)c3ccccc13)CC2,,5.34,SRSLDB,,
,COc1cc2c(cc1OC)CN(CCCCc1cn(-c3ccc(F)cc3)c3ccccc13)C2,,53.8,SRSLDB,,
,O[C@@H]1C[C@H]2CN(CC3CCCCC3)[C@@H]1CN2Cc1cccc2ccccc12,40,51.0,NewLiterature,,10.1021/acs.jmedchem.0c02265
,O[C@H]1C[C@@H]2CN(CC3CCCCC3)[C@H]1CN2Cc1cccc2ccccc12,ent-40,40.0,NewLiterature,,10.1021/acs.jmedchem.0c02265
,O[C@H]1C[C@H]2CN(CC3CCCCC3)[C@@H]1CN2Cc1cccc2ccccc12,41,157.0,NewLiterature,,10.1021/acs.jmedchem.0c02265
,O[C@@H]1C[C@@H]2CN(CC3CCCCC3)[C@H]1CN2Cc1cccc2ccccc12,ent-41,116.0,NewLiterature,,10.1021/acs.jmedchem.0c02265
CHEMBL1851932,COc1cc(Br)cc(C(=O)NCCCN2CCN(C3CCCCC3)CC2)c1OC,74,21.2,SRSLDB,,10.1021/acs.jmedchem.0c02265
CHEMBL246662,COc1cc(Br)cc(C(=O)NCCCCN2CCc3cc4c(cc3C2)OCO4)c1OC,63,20.7,SRSLDB,,10.1021/acs.jmedchem.0c02265
,O[C@@H](CN1C2CCC1CC(c1ccccc1)C2)c1cccc(Br)c1,RMH-138,9.9,NewLiterature,,10.1021/acs.jmedchem.0c02265
CHEMBL2413878,CN(CCCc1ccccc1)[C@@H]1CCCC[C@H]1O,54,6.7,SRSLDB,,10.4155/fmc-2017-0164
,COc1ccc(C)cc1NC(=O)OC1CC2CCCC(C1)N2CCCCCCCCCCNC(C)C(=O)N[C@@H](C(=O)N1CCC[C@@H]1C(=O)N[C@H]1CCCc2ccccc21)C(C)(C)C,SW III-123,190.0,NewLiterature,,10.1021/acs.jmedchem.0c02265
CHEMBL20377,CN(CCc1ccc(Cl)c(Cl)c1)CCN1CCCC1,1,8.1,CHEMBL,CHEMBL848651,CHEMBL1126607
,COc1cc2c(cc1OC)CN(CCCCc1cn(CCF)c3ccccc13)CC2,52,27.5,NewLiterature,,10.1021/acs.jmedchem.0c02265
,Cc1ccc(-n2cc(CCCCN3CCC(C#N)(c4ccccc4)CC3)c3ccccc32)cc1,53,18.5,NewLiterature,,10.1021/acs.jmedchem.0c02265
CHEMBL2432055,CN(Cc1ccccc1)C1C2C3CC4C5C3CC2C5C41,,50.0,SRSLDB,,
CHEMBL2432063,CN(CC1CCCCC1)C1C2C3CC4C5C3CC2C5C41,,14.0,SRSLDB,,
,COc1ccc(CCN(C)CCN2CCCC2)cc1,"20b, YZ-016",256.0,NewLiterature,,10.4155/fmc-2017-0164
,CCN(CCc1ccc(OC)cc1)CCN1CCCC1,"20d, UMB115",3014.0,NewLiterature,,10.4155/fmc-2017-0164
,COc1cccc2c1CCCC2CCCN1CCNCC1,58,590.0,NewLiterature,,10.1021/acs.jmedchem.0c02265
,CC(=O)c1ccc2c(c1)oc(=O)n2CCCCN1CCN(c2ccc(F)cc2N)CC1,CM764,3.5,NewLiterature,,10.1021/acs.jmedchem.0c02265
,O=c1oc2cc([N+](=O)[O-])ccc2n1CCCCN1CCN(c2ccc(F)cc2)CC1,CM458,0.56,NewLiterature,,10.1021/acs.jmedchem.0c02265
,Cn1c(=O)n(CCCCN2CCN(c3ccc(F)cc3)CC2)c2ccc(N)cc21,WA403,17.9,NewLiterature,,10.1021/acs.jmedchem.0c02265
,O=c1sc2cc(N=C=S)ccc2n1CCCCN1CCN(c2ccc(F)cc2)CC1,WA435,2.0,NewLiterature,,10.1021/acs.jmedchem.0c02265
,CCCn1nc(C(=O)N2CCCCC2)c2c1CCC(N1CCC(c3ccncc3)CC1)C2,Cmpd.D,7.8,NewLiterature,,10.1021/acs.jmedchem.0c02265
CHEMBL190883,CCCN(CCC)CCc1ccc(OC)c(OCCc2ccccc2)c1,"5,NE-100",170.0,CHEMBL,CHEMBL860171,CHEMBL1141188
CHEMBL222287,CC[C@H]1C[C@@H]2C[C@H]3c4[nH]c5ccc(OC)cc5c4CCN(C2)[C@@H]13,Ibogaine (13),201.0,SRSLDB,,10.1016/j.bioorg.2021.105163
,COc1ccc(CCNCCCCNC(=O)c2cc(Br)cc(OC)c2OC)cc1OC,64,4616.0,NewLiterature,,10.1021/acs.jmedchem.0c02265
CHEMBL3235465,CC(=O)c1ccc2c(c1)oc(=O)n2CCCCN1CCN(c2ccc(F)cc2)CC1,SN79 (23),6.89,SRSLDB,,10.1016/j.bioorg.2021.105163
,COc1cc2c(cc1OC)CN(CCCn1cnc3cc(OC)c(OC)cc3c1=O)CC2,67,13.9,NewLiterature,,10.1021/acs.jmedchem.0c02265
,COc1cc2c(cc1OC)CN(CCCCCC(=O)c1c(C)c(OC)c(OC)c(OC)c1OC)CC2,68,0.38,NewLiterature,,10.1021/acs.jmedchem.0c02265
,COc1cc2c(c(OC)c1OC)CCN(CCCCCC(=O)c1c(C)c(OC)c(OC)c(OC)c1OC)C2,69,19.67,NewLiterature,,10.1021/acs.jmedchem.0c02265
,COc1cc2c(c(OC)c1OC)CN(CCCCCC(=O)c1c(C)c(OC)c(OC)c(OC)c1OC)CC2,70,12.58,NewLiterature,,10.1021/acs.jmedchem.0c02265
CHEMBL75480,c1ccc2c(CCCN3CCN(C4CCCCC4)CC3)cccc2c1,43,0.69,CHEMBL,CHEMBL807586,CHEMBL1148440
CHEMBL75372,c1ccc2c(CCCCCN3CCN(C4CCCCC4)CC3)cccc2c1,46,0.57,CHEMBL,CHEMBL807586,CHEMBL1148440
CHEMBL75608,c1ccc2c(c1)CCCC2CCCN1CCN(C2CCCCC2)CC1,32,0.68,CHEMBL,CHEMBL807586,CHEMBL1148440
CHEMBL76758,c1ccc2c(c1)CCCC2CCCCN1CCN(C2CCCCC2)CC1,36,14.6,CHEMBL,CHEMBL807586,CHEMBL1148440
CHEMBL74080,c1ccc2c(c1)CCCC2CCCCCN1CCN(C2CCCCC2)CC1,38,7.85,CHEMBL,CHEMBL807586,CHEMBL1148440
,c1ccc(OCc2cc(OCC3CCCN3)no2)cc1,82,1312.0,NewLiterature,,10.1021/acs.jmedchem.0c02265
,Clc1ccc(OCc2cc(OCC3CCCN3)no2)cc1Cl,83,46.5,NewLiterature,,10.1021/acs.jmedchem.0c02265
,NCCCCCCN1CCCC1COc1cc(COc2cccc(C(F)(F)F)c2)on1,84,8.46,NewLiterature,,10.1021/acs.jmedchem.0c02265
,NCCCCCCN1CCCC1COc1cc(COc2ccc(Cl)c(Cl)c2)on1,85,10.3,NewLiterature,,10.1021/acs.jmedchem.0c02265
,NCCCCN1CCCC1COc1cc(COc2ccc(Cl)c(Cl)c2)on1,86,7.92,NewLiterature,,10.1021/acs.jmedchem.0c02265
,CN(CCOc1cc(COc2ccccc2)on1)C1CCCCC1,87,22.8,NewLiterature,,10.1021/acs.jmedchem.0c02265
,Clc1ccc(OCc2cc(OCCNC3CCCCC3)no2)cc1Cl,88,1.81,NewLiterature,,10.1021/acs.jmedchem.0c02265
,FC(F)(F)c1cccc(OCc2cc(OCCNC3CCCCC3)no2)c1,89,2.53,NewLiterature,,10.1021/acs.jmedchem.0c02265
,CN(CCOc1cc(COc2cccc(C(F)(F)F)c2)on1)C1CCCCC1,90,4.44,NewLiterature,,10.1021/acs.jmedchem.0c02265
CHEMBL1188414,c1ccc2c(c1)c1ccccc1n2CCCN1CCN(C2CCCCC2)CC1,F281,12.6,SRSLDB,,10.1021/acs.jmedchem.0c02265
,CCCOc1cccc2c1CCN(CCCN1CCc3cc(OC)c(OC)cc3C1)C2=O,3,9.24,NewLiterature,,10.4155/fmc-2018-0072
,COc1cc2c(cc1OC)CN(CCCN1CC(OC)c3ccccc3C1=O)CC2,4,5.74,NewLiterature,,10.4155/fmc-2018-0072
,COc1cc2c(cc1OC)CN(CCC(=O)Nc1ccccc1)CC2,8,278.0,NewLiterature,,10.4155/fmc-2018-0072
,COc1cccc(NC(=O)CCN2CCc3cc(OC)c(OC)cc3C2)c1,8b,56.0,NewLiterature,,10.4155/fmc-2018-0072
,COc1cc2c(cc1OC)CN(CCC(=O)Nc1ccc(F)cc1)CC2,8c,50.3,NewLiterature,,10.4155/fmc-2018-0072
,COc1cc2c(cc1OC)CN(CCCNc1ccccc1)CC2,9a,3.58,NewLiterature,,10.4155/fmc-2018-0072
CHEMBL2432045,c1ccc(CNC2C3C4CC5C6C4CC3C6C52)cc1,,19.0,SRSLDB,,
,COc1cc2c(cc1OC)CN(CCCNc1ccc(F)cc1)CC2,9c,2.7,NewLiterature,,10.4155/fmc-2018-0072
CHEMBL2432038,C1CCC(CNC2C3C4CC5C6C4CC3C6C52)CC1,,1.9,SRSLDB,,
,COc1cccc(N(CCCN2CCc3cc(OC)c(OC)cc3C2)C(C)=O)c1,10b,40.2,NewLiterature,,10.4155/fmc-2018-0072
,COc1cc2c(cc1OC)CN(CCCN(C(C)=O)c1ccc(F)cc1)CC2,10c,83.7,NewLiterature,,10.4155/fmc-2018-0072
,CCN(CCCN1CCc2cc(OC)c(OC)cc2C1)c1cccc(OC)c1,11b,11.3,NewLiterature,,10.4155/fmc-2018-0072
CHEMBL39900,c1ccc(CN2CCC3(CCc4ccccc4S3)CC2)cc1,2,416.0,CHEMBL,CHEMBL805217,CHEMBL1131209
,COc1ccc2c(c1)N(CCCN1CCc3cc(OC)c(OC)cc3C1)C(=O)CC2,12b,18.6,NewLiterature,,10.4155/fmc-2018-0072
,COc1cc2c(cc1OC)CN(CCCN1C(=O)CCc3cc(F)ccc31)CC2,12c,34.2,NewLiterature,,10.4155/fmc-2018-0072
,COc1ccc2c(c1)N(CCCN1CCc3cc(OC)c(OC)cc3C1)CCC2,13b,1.42,NewLiterature,,10.4155/fmc-2018-0072
,COC(=O)[C@@]1(c2ccccc2)C[C@H]1CN1CCC(O)(c2ccc(Cl)cc2)CC1,"3, (+)-MR200",21.9,NewLiterature,,10.4155/fmc-2017-0164
,COC(=O)[C@]1(c2ccccc2)C[C@@H]1CN1CCC(O)(c2ccccc2)CC1,"4, (–)-MRV3",571.0,NewLiterature,,10.4155/fmc-2017-0164
,OC(CCCN1CCN(c2ncc(F)cn2)CC1)c1ccc(F)cc1,"6, BMY-14,802",51.0,NewLiterature,,10.4155/fmc-2017-0164
,CCCC(CCC)C(=O)OC(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,MRJF22,124.0,NewLiterature,,10.4155/fmc-2017-0164
,CCN(CCc1ccc(Cl)c(Cl)c1)CCN1CCCC1,BD1067,39.0,NewLiterature,,10.4155/fmc-2017-0164
,Clc1ccc(CCNCCN2CCCC2)cc1Cl,BD1060,156.0,NewLiterature,,10.4155/fmc-2017-0164
,C[C@H](CN1CCCC1)N(C)CCc1ccc(Cl)c(Cl)c1,LR172,2.0,NewLiterature,,10.4155/fmc-2017-0164
,Clc1ccc(CCN2CCN3CCC[C@@H]3C2)cc1Cl,BD1018,49.0,NewLiterature,,10.4155/fmc-2017-0164
,Clc1ccc(CCN[C@H]2CCCC[C@H]2N2CCCC2)cc1Cl,LR132,701.0,NewLiterature,,10.4155/fmc-2017-0164
,CC(CN1CCCC1)N(C)CCc1ccc(Cl)c(Cl)c1,LR176,44.0,NewLiterature,,10.4155/fmc-2017-0164
CHEMBL38634,c1ccc(CN2CCC3(CCc4ccccc4O3)CC2)cc1,"5,Spptn-7",22.0,CHEMBL,CHEMBL805217,CHEMBL1131209
CHEMBL2030625,C1CCC(CN2C3CCC2CC3)CC1,,18.0,SRSLDB,,
CHEMBL2030622,c1ccc(CN2C3CCC2CC3)cc1,,399.0,SRSLDB,,
,C1CCC(CCCN2CCN(C3CCCCC3)CC2)CC1,33,4.7,NewLiterature,,10.1038/s41598-023-39698-w
,CN(CCc1ccc(OC(F)(F)F)cc1)CCN1CCCC1,20g,36.0,NewLiterature,,10.4155/fmc-2017-0164
,CCN(CCc1cccc(OC)c1)CCN1CCCCC1,"21a, UMB98",711.0,NewLiterature,,10.4155/fmc-2017-0164
,CCc1ccccc1CCN(CC)CCN1CCCCC1,"21b, UMB99",1015.0,NewLiterature,,10.4155/fmc-2017-0164
,CCN(CCc1ccc(OC)cc1)CCN1CCCCC1,"21c, UMB100",955.0,NewLiterature,,10.4155/fmc-2017-0164
,CCc1cccc(CCN(C)CCN2CCCCC2)c1,"21d, UMB101",387.0,NewLiterature,,10.4155/fmc-2017-0164
,CCN(CCc1ccccc1OC)CCN1CCCCC1,"21e, UMB102",379.0,NewLiterature,,10.4155/fmc-2017-0164
,COc1ccc(CCN(C)CCN2CCCCC2)cc1,"21f, UMB103",421.0,NewLiterature,,10.4155/fmc-2017-0164
,CN(CCc1ccc(OC(F)(F)F)cc1)CCN1CCCCC1,21g,25.0,NewLiterature,,10.4155/fmc-2017-0164
,CCN(CCc1ccc(OC(F)(F)F)cc1)CCN1CCCCC1,21h,15.0,NewLiterature,,10.4155/fmc-2017-0164
,CC(CCCn1c(=S)sc2cc(F)ccc21)N1CCN(C2CCCCC2)CC1,"AZ66,23",0.6,NewLiterature,,10.4155/fmc-2017-0164
,COCCN1CCN(C[C@H]2CCN(c3ccc(Cl)cc3)C2=O)CC1,"MS-377,24",6900.0,NewLiterature,,10.4155/fmc-2017-0164
,C[C@@H]1CN(CCCn2c3ccccc3c3ccccc32)C[C@H](C)N1CCN=C=S,"SH1/57,27",3008.0,NewLiterature,,10.4155/fmc-2017-0164
,C[C@@H]1CN(CCCN(c2ccccc2)c2ccccc2)C[C@H](C)N1,"SH2/21,28",876.0,NewLiterature,,10.4155/fmc-2017-0164
,C[C@@H]1CN(CCCN(c2ccccc2)c2ccccc2)C[C@H](C)N1CCCc1ccccc1,"SH3/24,29",161.0,NewLiterature,,10.4155/fmc-2017-0164
,CN1CCN(c2ccc(C(c3ccccc3)C34CC5CC(CC(C5)C3)C4)cc2)CC1,30a,37.6,NewLiterature,,10.4155/fmc-2017-0164
,CCN1CCN(c2ccc(C(c3ccccc3)C34CC5CC(CC(C5)C3)C4)cc2)CC1,30b,4.0,NewLiterature,,10.4155/fmc-2017-0164
,c1ccc(C(c2ccc(N3CCN(C4CCCCC4)CC3)cc2)C23CC4CC(CC(C4)C2)C3)cc1,30c,97.0,NewLiterature,,10.4155/fmc-2017-0164
,c1ccc(C(c2ccc(N3CCN(c4ccccc4)CC3)cc2)C23CC4CC(CC(C4)C2)C3)cc1,30d,119.0,NewLiterature,,10.4155/fmc-2017-0164
,O=C1CCc2ccc(OCCCN3CCCCC3)cc2N1Cc1ccc(F)cc1,36,1301.0,NewLiterature,,10.4155/fmc-2017-0164
,CC1CCN(CCCOc2ccc3c(c2)N(Cc2ccc(F)cc2)C(=O)CC3)CC1,37,960.0,NewLiterature,,10.4155/fmc-2017-0164
CHEMBL38697,C[C@@H]1[C@@H]2Cc3ccc(O)cc3[C@]1(C)CCN2CCNC1CCCCC1,7c,328.0,CHEMBL,CHEMBL805218,CHEMBL1131505
,O=C(COc1ccc(Cl)c(Cl)c1)NCCN1CCOCC1,46,1500.0,NewLiterature,,10.4155/fmc-2017-0164
,Fc1cccc(OCc2cc(OC[C@@H]3CCCN3)no2)c1,47,277.0,NewLiterature,,10.4155/fmc-2017-0164
,CN(CCOc1cc(COc2ccccc2)on1)C1CCC1,49,307.0,NewLiterature,,10.4155/fmc-2017-0164
,CN(CCOc1cc(COc2ccccc2)on1)CC1CC1,50,225.0,NewLiterature,,10.4155/fmc-2017-0164
,CN(C)[C@@H]1CCCC[C@H]1OCCCc1ccccc1,51,1100.0,NewLiterature,,10.4155/fmc-2017-0164
,CN(C)[C@@H]1CCCC[C@H]1OC/C=C/c1ccccc1,52,3800.0,NewLiterature,,10.4155/fmc-2017-0164
,CN(CCc1ccccc1)[C@@H]1CCCC[C@H]1O,53,220.0,NewLiterature,,10.4155/fmc-2017-0164
CHEMBL287794,C[C@@H]1[C@@H]2Cc3ccc(O)cc3[C@]1(C)CCN2CCNc1ccccc1,8c,111.0,CHEMBL,CHEMBL805218,CHEMBL1131505
,CN(CCc1ccccc1)C1CCCCC1OCCCc1ccccc1,55,570.0,NewLiterature,,10.4155/fmc-2017-0164
,C[C@@H]1[C@H]2N(CCN3CCCCC3)CC23Cc2ccc(O)cc2[C@]1(C)C3,59,114.0,NewLiterature,,10.4155/fmc-2017-0164
,C[C@@H]1[C@H]2N(CCN3CCOCC3)CC23Cc2ccc(O)cc2[C@]1(C)C3,60,300.0,NewLiterature,,10.4155/fmc-2017-0164
,CC[C@]1(c2ccccc2)OCC[C@H](CCNCc2ccccc2)O1,61,903.0,NewLiterature,,10.4155/fmc-2017-0164
,c1ccc(CNCC[C@@H]2CCO[C@H](c3ccccc3)O2)cc1,62,92.0,NewLiterature,,10.4155/fmc-2017-0164
,c1ccc(CNCC2COC(c3ccccc3)(c3ccccc3)CO2)cc1,63,1000.0,NewLiterature,,10.4155/fmc-2017-0164
